date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:22:18	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-5ad0a234fd534%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=1598347313	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minab7b.css	(from http://localhost/abramba/)
12:22:18	62971/62971	---M--	200	added ('OK')	text/css	etag:%22f5fb-5ad0a3c292887%22	http://localhost/abramba/wp-content/uploads/elementor/css/global.css?ver=1596769219	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/elementor/css/globale7fd.css	(from http://localhost/abramba/)
12:22:20	14724/14724	---M--	200	added ('OK')	text/css	etag:%223984-5ad0a8d4f63f7%22	http://localhost/abramba/wp-content/uploads/elementor/css/post-85.css?ver=1597635715	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/elementor/css/post-8590e8.css	(from http://localhost/abramba/)
12:22:20	74372/74372	---M--	200	added ('OK')	text/css	etag:%2212284-5ad0a28d44ca7%22	http://localhost/abramba/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.5.3	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontende225.css	(from http://localhost/abramba/)
12:22:22	6361/6361	---M--	200	added ('OK')	text/css	etag:%2218d9-5ad0a3c2a4d83%22	http://localhost/abramba/wp-content/uploads/elementor/css/post-215.css?ver=1596769225	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/elementor/css/post-215e9d9.css	(from http://localhost/abramba/)
12:22:22	56819/56819	---M--	200	added ('OK')	text/css	etag:%22ddf3-5ad0a2926fdb9%22	http://localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/htbbootstrap.css?ver=1.4.7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/htbbootstrap6dbf.css	(from http://localhost/abramba/)
12:22:24	360547/360547	---M--	200	added ('OK')	text/css	etag:%2258063-5ad0a292a466c%22	http://localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=1.4.7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets6dbf.css	(from http://localhost/abramba/)
12:22:26	30999/30999	---M--	200	added ('OK')	text/css	etag:%227917-5ad0a234c27c7%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from http://localhost/abramba/)
12:22:26	74582/74582	---M--	200	added ('OK')	text/css	etag:%2212356-5ad0a2925ed84%22	http://localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/animation.css?ver=1.4.7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/animation6dbf.css	(from http://localhost/abramba/)
12:22:28	4964/4964	---M--	200	added ('OK')	text/css	etag:%221364-5ad0a2927d4a0%22	http://localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-keyframes.css?ver=1.4.7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-keyframes6dbf.css	(from http://localhost/abramba/)
12:22:28	395/395	---M--	200	added ('OK')	text/css	etag:%2218b-5ad0a2ea3a98b%22	http://localhost/abramba/wp-content/plugins/recent-posts-widget-with-thumbnails/public.css?ver=6.7.1	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/recent-posts-widget-with-thumbnails/public9704.css	(from http://localhost/abramba/)
12:22:28	55753/55753	---M--	200	added ('OK')	text/css	etag:%22d9c9-5ad0a234cf2de%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from http://localhost/abramba/)
12:22:30	676/676	---M--	200	added ('OK')	text/css	etag:%222a4-5ad0a234da2b4%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minb683.css	(from http://localhost/abramba/)
12:22:30	668/668	---M--	200	added ('OK')	text/css	etag:%2229c-5ad0a234e564a%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from http://localhost/abramba/)
12:22:30	661/661	---M--	200	added ('OK')	text/css	etag:%22295-5ad0a234b6a63%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from http://localhost/abramba/)
12:22:32	7410/7410	---M--	200	added ('OK')	application/javascript	etag:%221cf2-5ad0a2eb2e228%22	http://localhost/abramba/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.min.js?ver=2.1.1	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.mine1fc.js	(from http://localhost/abramba/)
12:22:33	15055/15055	---M--	200	added ('OK')	application/javascript	etag:%223acf-5ad0a2355db80%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=1598347313	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minab7b.js	(from http://localhost/abramba/)
12:22:35	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880%22	http://localhost/abramba/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/abramba/)
12:22:38	77806/77806	---MC-	200	added ('OK')	application/json	date:Tue,%2025%20Aug%202020%2009:22:32%20GMT	http://localhost/abramba/wp-json/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-json/index.html	(from http://localhost/abramba/)
12:22:42	26263/26263	---MC-	200	added ('OK')	application/json	date:Tue,%2025%20Aug%202020%2009:22:31%20GMT	http://localhost/abramba/wp-json/wp/v2/pages/85	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-json/wp/v2/pages/85.json	(from http://localhost/abramba/)
12:22:44	810/810	---M--	200	added ('OK')	text/xml	date:Tue,%2025%20Aug%202020%2009:22:41%20GMT	http://localhost/abramba/xmlrpc.php?rsd	C:/My%20Web%20Sites/Abramba1/localhost/abramba/xmlrpc0db0.php	(from http://localhost/abramba/)
12:22:44	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/abramba/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-includes/wlwmanifest.xml	(from http://localhost/abramba/)
12:22:48	2211/2211	---M--	200	added ('OK')	application/json	date:Tue,%2025%20Aug%202020%2009:22:45%20GMT	http://localhost/abramba/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fabramba%2F	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-json/oembed/1.0/embedf08e.json	(from http://localhost/abramba/)
12:22:50	2301/2301	---M--	200	added ('OK')	text/xml	date:Tue,%2025%20Aug%202020%2009:22:48%20GMT	http://localhost/abramba/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fabramba%2F&format=xml	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-json/oembed/1.0/embed2b3e	(from http://localhost/abramba/)
12:22:51	1933/1933	---M--	200	added ('OK')	image/png	etag:%2278d-5ad0a3c0a4bfc%22	http://localhost/abramba/wp-content/uploads/2020/07/cropped-icon-32x32.png	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/2020/07/cropped-icon-32x32.png	(from http://localhost/abramba/)
12:22:51	18069/18069	---M--	200	added ('OK')	image/png	etag:%224695-5ad0a3c0a0677%22	http://localhost/abramba/wp-content/uploads/2020/07/cropped-icon-192x192.png	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/2020/07/cropped-icon-192x192.png	(from http://localhost/abramba/)
12:22:51	21978/21978	---M--	200	added ('OK')	image/png	etag:%2255da-5ad0a3c09ef1a%22	http://localhost/abramba/wp-content/uploads/2020/07/cropped-icon-180x180.png	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/2020/07/cropped-icon-180x180.png	(from http://localhost/abramba/)
12:22:53	7696/7696	---M--	200	added ('OK')	image/png	etag:%221e10-5ad0a3c08e8de%22	http://localhost/abramba/wp-content/uploads/2020/07/cropped-Final-Abramba-Logo-2-150x51.png	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/2020/07/cropped-Final-Abramba-Logo-2-150x51.png	(from http://localhost/abramba/)
12:22:54	38644/38644	---M--	200	added ('OK')	image/jpeg	etag:%2296f4-5ad0a3c0eb5cf%22	http://localhost/abramba/wp-content/uploads/2020/07/Lamp_01-1-1024x1024.jpg	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/2020/07/Lamp_01-1-1024x1024.jpg	(from http://localhost/abramba/)
12:22:56	36046/36046	---M--	200	added ('OK')	image/jpeg	etag:%228cce-5ad0a3c1a8794%22	http://localhost/abramba/wp-content/uploads/2020/07/Solinc-16-1-570x380-1.jpg	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/2020/07/Solinc-16-1-570x380-1.jpg	(from http://localhost/abramba/)
12:22:58	50627/50627	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Aug%202020%2009:22:52%20GMT	http://localhost/abramba/products/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/products/index.html	(from http://localhost/abramba/)
12:23:05	64707/64707	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Aug%202020%2009:22:52%20GMT	http://localhost/abramba/about/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/about/index.html	(from http://localhost/abramba/)
12:23:06	58344/58344	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Aug%202020%2009:22:53%20GMT	http://localhost/abramba/contact-us/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/contact-us/index.html	(from http://localhost/abramba/)
12:23:06	41581/41581	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Aug%202020%2009:22:56%20GMT	http://localhost/abramba/blog/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/blog/index.html	(from http://localhost/abramba/)
12:23:08	10594/10594	---M--	200	added ('OK')	application/javascript	etag:%222962-5ad0a37fc6903%22	http://localhost/abramba/wp-content/themes/astra/assets/js/minified/style.min.js?ver=2.5.4	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/themes/astra/assets/js/minified/style.min21bb.js	(from http://localhost/abramba/)
12:23:12	56974/56974	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Aug%202020%2009:23:06%20GMT	http://localhost/abramba/2020/08/04/solar-project-in-the-democratic-republic-of-the-congo-wins-phanes-groups-third-solar-incubator/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/2020/08/04/solar-project-in-the-democratic-republic-of-the-congo-wins-phanes-groups-third-solar-incubator/index.html	(from http://localhost/abramba/)
12:23:15	47097/47097	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Aug%202020%2009:23:06%20GMT	http://localhost/abramba/new-page/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/new-page/index.html	(from http://localhost/abramba/)
12:23:16	44883/44883	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Aug%202020%2009:23:08%20GMT	http://localhost/abramba/2020/07/25/new-post/	C:/My%20Web%20Sites/Abramba1/localhost/abramba/2020/07/25/new-post/index.html	(from http://localhost/abramba/)
12:23:17	14105/14105	---M--	200	added ('OK')	application/javascript	etag:%223719-5ad0a1fa49a54%22	http://localhost/abramba/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.2.1	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/contact-form-7/includes/js/scripts7752.js	(from http://localhost/abramba/)
12:23:17	4090/4090	---M--	200	added ('OK')	application/javascript	etag:%22ffa-5ad0a20042b2b%22	http://localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/jquery.easing.js?ver=1.4.1	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/jquery.easing330a.js	(from http://localhost/abramba/)
12:23:17	11576/11576	---M--	200	added ('OK')	application/javascript	etag:%222d38-5ad0a200509d9%22	http://localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/jquery.touchSwipe.min.js?ver=2.2.17	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/jquery.touchSwipe.min2bc7.js	(from http://localhost/abramba/)
12:23:18	5594/5594	---M--	200	added ('OK')	application/javascript	etag:%2215da-5ad0a2003583e%22	http://localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/imagesloaded.pkgd.min.js?ver=4.1.4	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/imagesloaded.pkgd.mineda1.js	(from http://localhost/abramba/)
12:23:18	2217/2217	---M--	200	added ('OK')	application/javascript	etag:%228a9-5ad0a2aa35b6e%22	http://localhost/abramba/wp-content/plugins/mystickymenu/js/detectmobilebrowser.js?ver=2.4.4	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/mystickymenu/js/detectmobilebrowserfc3c.js	(from http://localhost/abramba/)
12:23:18	726/726	---M--	200	added ('OK')	application/javascript	etag:%222d6-5ad0a2eb38e07%22	http://localhost/abramba/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/stickThis.js?ver=2.1.1	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/stickThise1fc.js	(from http://localhost/abramba/)
12:23:19	3836/3836	---M--	200	added ('OK')	application/javascript	etag:%22efc-5ad0a2aa5aaa3%22	http://localhost/abramba/wp-content/plugins/mystickymenu/js/mystickymenu.min.js?ver=2.4.4	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/mystickymenu/js/mystickymenu.minfc3c.js	(from http://localhost/abramba/)
12:23:19	13391/13391	---M--	200	added ('OK')	application/javascript	etag:%22344f-5ad0a2001e90b%22	http://localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/ditty-news-ticker.min.js?ver=1597633881	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ditty-news-ticker/inc/static/js/ditty-news-ticker.min3a04.js	(from http://localhost/abramba/)
12:23:21	9035/9035	---M--	200	added ('OK')	application/javascript	etag:%22234b-5ad0a2951b251%22	http://localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/js/waypoints.js?ver=1.4.7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/js/waypoints6dbf.js	(from http://localhost/abramba/)
12:23:21	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%2259a-595c52fd2e6c0%22	http://localhost/abramba/wp-includes/js/wp-embed.min.js?ver=5.5	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-includes/js/wp-embed.min5156.js	(from http://localhost/abramba/)
12:23:22	18998/18998	---M--	200	added ('OK')	application/javascript	etag:%224a36-5ad0a294c91e7%22	http://localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.min.js?ver=1.4.7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.min6dbf.js	(from http://localhost/abramba/)
12:23:22	4419/4419	---M--	200	added ('OK')	application/javascript	etag:%221143-5adb03c821807%22	http://localhost/abramba/wp-content/uploads/essential-addons-elementor/cb70d11b8.min.js?ver=1598347324	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/essential-addons-elementor/cb70d11b8.min3ea0.js	(from http://localhost/abramba/)
12:23:23	165413/165413	---M--	200	added ('OK')	image/png	etag:%2228625-5ad0a3c1e20be%22	http://localhost/abramba/wp-content/uploads/2020/07/white.png	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/uploads/2020/07/white.png	(from http://localhost/abramba/)
12:23:23	6482/6482	---M--	200	added ('OK')	application/javascript	etag:%221952-59430f471e800%22	http://localhost/abramba/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-includes/js/jquery/ui/position.mine899.js	(from http://localhost/abramba/)
12:23:25	10695/10695	---M--	200	added ('OK')	application/javascript	etag:%2229c7-5ad0a233b876c%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.6	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js	(from http://localhost/abramba/)
12:23:26	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5ad0a237f1810%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/abramba/)
12:23:26	2635/2635	---M--	200	added ('OK')	application/javascript	etag:%22a4b-5ad0a236f3650%22	http://localhost/abramba/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=2.9.14	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/lib/share-link/share-link.min7c53.js	(from http://localhost/abramba/)
12:23:29	63963/63963	---M--	200	added ('OK')	application/javascript	etag:%22f9db-5ad0a293ac3f9%22	http://localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrap.js?ver=1.4.7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrap6dbf.js	(from http://localhost/abramba/)
12:23:31	60475/60475	---M--	200	added ('OK')	application/javascript	etag:%22ec3b-5ad0a2329ff0b%22	http://localhost/abramba/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.9.14	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/elementor/assets/js/frontend-modules.min7c53.js	(from http://localhost/abramba/)
12:23:32	16154/16154	---M--	200	added ('OK')	application/javascript	etag:%223f1a-595c52fd2e6c0%22	http://localhost/abramba/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-includes/js/underscore.min4511.js	(from http://localhost/abramba/)
12:23:32	1079/1079	---M--	200	added ('OK')	application/javascript	etag:%22437-595c52fd2e6c0%22	http://localhost/abramba/wp-includes/js/wp-util.min.js?ver=5.5	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-includes/js/wp-util.min5156.js	(from http://localhost/abramba/)
12:23:32	705/705	---M--	200	added ('OK')	application/javascript	etag:%222c1-5ad0a33f4ba2f%22	http://localhost/abramba/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.2.2	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min9494.js	(from http://localhost/abramba/)
12:23:33	723/723	---M--	200	added ('OK')	image/gif	etag:%222d3-5ad0a2883c1b3%22	http://localhost/abramba/wp-content/plugins/formidable/images/ajax_loader.gif	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/formidable/images/ajax_loader.gif	(from http://localhost/abramba/wp-content/plugins/formidable/css/formidableforms.css?ver=8122330)
12:23:42	59052/59052	---M--	200	added ('OK')	font/ttf	etag:%22e6ac-5ad0a28819ed4%22	http://localhost/abramba/wp-content/plugins/formidable/fonts/s11-fp.ttf?v=7	C:/My%20Web%20Sites/Abramba1/localhost/abramba/wp-content/plugins/formidable/fonts/s11-fpbea6.ttf	(from http://localhost/abramba/wp-content/plugins/formidable/css/formidableforms.css?ver=8122330)
